max_disp,max_vel,max_acc,sysid_type,ctrl_config,single_pt_run_time,output_sensor,nV,nR,sine_cycles,min_freq,max_freq,freq_space,dwell,axes,num_joints,sample_time,start_pose,start_axis,shoulder_len,base_height,robot_name,tcp_payload,tcp_payload_com_x,tcp_payload_com_y,tcp_payload_com_z,imu_to_tcp_x,imu_to_tcp_y,imu_to_tcp_z,imu_to_tcp_qx,imu_to_tcp_qy,imu_to_tcp_qz,imu_to_tcp_qw,joint_controller_id_completed,calibration_schema_version,base_joint_count,base_joint_angle_count,base_joint_indices,furthest_base_joint,base_joint_reference_angles,base_joint_grid_flat,feature_names,feature_units,saved_sample_frequency_hz,downsampled_for_storage,planned_run_count
0.17453292519943295,18.0,2.0,shaper,joint,6.0,ToolAcc,8,4,40,1.0,20,0.5,0.5,3,6,0.005,0,0,0.0007,0.364,UFACTORY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,0,0,0,-6.1086523819801535,j0_rad;v_deg;r_mm;inertia,rad;deg;mm;kg_m2,200.0,0,277
